psu,strata_id,Location.name.in.English,Location.name.in.Arabic,Latitude,Longitude,COD_Subdistrict,COD_District,COD_Governorate,SumDist,proba,num_households,survey_buffer
24003,Al-Adhamiya,Al Shamasiyah-320,الشماسية-320,33.38242472,44.37745988,Markaz Al-Adhamiya,Al-Adhamiya,Baghdad,491,0.061099796,30,6
7717,Al-Adhamiya,Adhamia-308,الاعظمية-308,33.36889192,44.36206417,Markaz Al-Adhamiya,Al-Adhamiya,Baghdad,491,0.026476578,13,6
23646,Al-Adhamiya,Adhamia-314,الأعظمية-314,33.37231728,44.36462593,Markaz Al-Adhamiya,Al-Adhamiya,Baghdad,491,0.091649695,45,6
24002,Al-Adhamiya,Al Shamasiyah-316,الشماسية-316,33.37283799,44.37454008,Markaz Al-Adhamiya,Al-Adhamiya,Baghdad,491,0.048879837,24,6
24004,Al-Adhamiya,Al Maghreb-302,المغرب-302,33.35775724,44.38098462,Markaz Al-Adhamiya,Al-Adhamiya,Baghdad,491,0.022403259,11,6
23867,Al-Kadhmiyah,Al-Nasir Walsalam-1000,النصر والسلام-1000,33.30058432,44.04183549,Abu Ghraib,Al-Kadhmiyah,Baghdad,1870,0.009090909,17,6
31711,Al-Kadhmiyah,Al Zaidan-Al sultan village,الزيدان-قرية السلطان,33.2687573,44.04619052,Abu Ghraib,Al-Kadhmiyah,Baghdad,1870,0.004812834,9,6
25126,Al-Kadhmiyah,Khan Dhari Center,خان ضاري مركز,33.2994514,44.05792398,Abu Ghraib,Al-Kadhmiyah,Baghdad,1870,0.013368984,25,6
21173,Al-Kadhmiyah,1 Athar,1 اذار,33.30332135,44.18543633,Abu Ghraib,Al-Kadhmiyah,Baghdad,1870,0.03315508,62,12
31714,Al-Kadhmiyah,Shuhada Markza-Shuhdda the second,الشهداء المركز-شهداء الثانية,33.30905301,44.15002481,Abu Ghraib,Al-Kadhmiyah,Baghdad,1870,0.03315508,62,6
7658,Al-Kadhmiyah,Al-Resalah,الرسالة,33.29721044,44.11908434,Abu Ghraib,Al-Kadhmiyah,Baghdad,1870,0.023529412,44,6
27247,Al-Kadhmiyah,Al Shams complex,مجمع الشمس,33.31451807,44.02124715,Abu Ghraib,Al-Kadhmiyah,Baghdad,1870,0.073796791,138,6
25185,Al-Kadhmiyah,Awad Al Hussain village,قرية عواد الحسين,33.55010522,44.19331218,Al-Taji,Al-Kadhmiyah,Baghdad,1870,0.003743316,7,6
27413,Al-Kadhmiyah,Al Ahnaf-Al Rakia Fadel village,الأحنف-اركية وفاضل,33.43497456,44.24392406,Al-Taji,Al-Kadhmiyah,Baghdad,1870,0.020320856,38,6
25164,Al-Kadhmiyah,Sabea Al Buor-8000,سبع البور-8000,33.45256226,44.15676736,Al-Taji,Al-Kadhmiyah,Baghdad,1870,0.004812834,9,6
24063,Al-Kadhmiyah,Al-Abayechi-1,العبايجي-1,33.73487167,44.39270793,Al-Tarmiya,Al-Kadhmiyah,Baghdad,1870,0.010160428,19,6
21685,Al-Kadhmiyah,Al Khadraa village,قرية الخضراء,33.67630777,44.37298674,Al-Tarmiya,Al-Kadhmiyah,Baghdad,1870,0.011229947,21,6
25424,Al-Kadhmiyah,Hai Al Qadessia-2,حي القادسية-2,33.67153192,44.37190248,Al-Tarmiya,Al-Kadhmiyah,Baghdad,1870,0.022459893,42,6
25022,Al-Kadhmiyah,Al Gserin Village,قرية كصيرين,33.69205073,44.43516278,Al-Tarmiya,Al-Kadhmiyah,Baghdad,1870,0.012834225,24,6
27312,Al-Kadhmiyah,Shoala-448,الشعلة-448,33.36076863,44.29700415,Markaz Al-Kadhimiya,Al-Kadhmiyah,Baghdad,1870,0.003208556,6,6
24073,Al-Karkh,Shurtah Al Hader-846,شرطة الحضر-846,33.24231078,44.40771872,Al-Mamoon,Al-Karkh,Baghdad,1489,0.02014775,30,6
7640,Al-Karkh,Hay al jamiyah (Al Masfi)-842,حي الجمعية-842(المصافي),33.25248127,44.42333828,Al-Mamoon,Al-Karkh,Baghdad,1489,0.016789792,25,6
23984,Al-Karkh,Al Toma(Al Masfi)-826,الطعمة-826(المصافي),33.24922773,44.39374898,Al-Mamoon,Al-Karkh,Baghdad,1489,0.065815984,98,6
21460,Al-Karkh,Al Khadraa-639,الخضراء-639,33.3202051,44.2975542,Al-Mansour,Al-Karkh,Baghdad,1489,0.0161182,24,6
24065,Al-Karkh,Al Ghazaliyah-685,الغزالية-685,33.33179204,44.27015784,Al-Mansour,Al-Karkh,Baghdad,1489,0.0080591,12,6
23727,Al-Karkh,Al Jameah-627,الجامعة-627,33.31017679,44.32510784,Al-Mansour,Al-Karkh,Baghdad,1489,0.0080591,12,6
21450,Al-Karkh,Al Amerya-634,العامرية-634,33.29144128,44.29513377,Al-Mansour,Al-Karkh,Baghdad,1489,0.012760242,19,6
21448,Al-Karkh,Al Amreya-630,العامرية-630,33.30167331,44.29399727,Al-Mansour,Al-Karkh,Baghdad,1489,0.009402283,14,6
25206,Al-Karkh,Al Khadraa-640,الخضراء-640,33.32343766,44.29545214,Al-Mansour,Al-Karkh,Baghdad,1489,0.02014775,30,6
26041,Al-Karkh,Al Jameah-635,الجامعة 635,33.32690839,44.31788627,Al-Mansour,Al-Karkh,Baghdad,1489,0.013431833,20,6
27409,Al-Karkh,Al Saydia-835,السيدية-835,33.23276431,44.35908273,Al-Mansour,Al-Karkh,Baghdad,1489,0.008730692,13,6
27191,Al-Karkh,Al Resala-855,الرسالة-855,33.24271644,44.32232939,Al-Mansour,Al-Karkh,Baghdad,1489,0.009402283,14,6
25221,Al-Karkh,Al Forat-893,الفرات-893,33.27592422,44.27631613,Al-Mansour,Al-Karkh,Baghdad,1489,0.021490934,32,6
26100,Al-Karkh,Hay Al Jehad-881,حي الجهاد-881,33.2811269,44.29810131,Al-Mansour,Al-Karkh,Baghdad,1489,0.0080591,12,6
27289,Al-Karkh,Al Salahiya-222,الصالحية-222,33.32542042,44.39021553,Markaz Al-Karkh,Al-Karkh,Baghdad,1489,0.006044325,9,6
25150,Al-Mahmoudiya,Al Latefia-Al Qadessia,اللطيفية-حي القادسية,32.9704057,44.35331546,Al-Latifya,Al-Mahmoudiya,Baghdad,955,0.164397906,157,18
23618,Al-Mahmoudiya,14 Tamooz,حي 14 تموز,32.96256919,44.3553264,Al-Latifya,Al-Mahmoudiya,Baghdad,955,0.086910995,83,12
25149,Al-Mahmoudiya,Al Latefia-Al Salam,اللطيفية-السلام,32.99962534,44.36111224,Al-Latifya,Al-Mahmoudiya,Baghdad,955,0.093193717,89,30
7733,Al-Mahmoudiya,Hay Al Zuhoor,حي الزهور,32.9673387,44.36388038,Al-Latifya,Al-Mahmoudiya,Baghdad,955,0.062827225,60,12
25152,Al-Mahmoudiya,Kilo 18,كيلو 18,32.96327341,44.36306106,Al-Latifya,Al-Mahmoudiya,Baghdad,955,0.187434555,179,12
7583,Al-Mahmoudiya,Hoor Rajab,هور رجب,33.19381632,44.41457366,Al-Rasheed,Al-Mahmoudiya,Baghdad,955,0.021989529,21,6
7587,Al-Mahmoudiya,Al Radwania,منطقة الرضوانية,33.14601121,44.29942013,Al-Rasheed,Al-Mahmoudiya,Baghdad,955,0.062827225,60,18
29523,Al-Mahmoudiya,Hay Al Shuhada(Al kragolyia),حي الشهداء(الكرغولية),33.06663345,44.23348447,Al-Yousifya,Al-Mahmoudiya,Baghdad,955,0.015706806,15,6
27252,Al-Mahmoudiya,Hay Al Rasul,حي الرسول,33.04667553,44.35823423,Markaz Al-Mahmoudiya,Al-Mahmoudiya,Baghdad,955,0.009424084,9,6
24194,Al-Khalis,Dalli Abass-Al-Dhobat Qtr,دلي عباس-حي الضباط,34.07345133,44.85486611,Al-Mansouriyah,Al-Khalis,Diyala,732,0.034153005,25,6
25036,Al-Khalis,Hibhib-Al Shohadaa Qtr,هبهب-حي الشهداء,33.78024649,44.51435203,Hibhib,Al-Khalis,Diyala,732,0.051912568,38,6
10445,Al-Khalis,Markaz Hibhib,مركز هبهب,33.78385382,44.5147,Hibhib,Al-Khalis,Diyala,732,0.148907104,109,24
25032,Al-Khalis,Hibhib-Al Askary Qtr,الحي العسكري,33.78239452,44.51642267,Hibhib,Al-Khalis,Diyala,732,0.017759563,13,6
25027,Al-Khalis,Hibhib-Al Asry Qtr,الحي العصري,33.78093491,44.51431992,Hibhib,Al-Khalis,Diyala,732,0.016393443,12,6
25815,Al-Khalis,Al Hadid-Al Benook Qtr,الحديد-حي البنوك,33.76017127,44.55013006,Hibhib,Al-Khalis,Diyala,732,0.027322404,20,6
22041,Al-Khalis,Al Qadissiya Qtr,حي القادسية,33.78479677,44.50173849,Hibhib,Al-Khalis,Diyala,732,0.054644809,40,6
11195,Al-Khalis,Al Ghalbiya,الغالبية,33.73158221,44.4798689,Hibhib,Al-Khalis,Diyala,732,0.080601093,59,6
25814,Al-Khalis,Al Hadid Old,الحديد القديمة,33.76917611,44.55980974,Hibhib,Al-Khalis,Diyala,732,0.027322404,20,12
11206,Al-Khalis,Hawaish Village,قرية الحويش,33.68388191,44.42372425,Hibhib,Al-Khalis,Diyala,732,0.009562842,7,6
11425,Al-Khalis,Jadidat Al Shat village,قرية جديدة الشط,33.6419951,44.42236362,Hibhib,Al-Khalis,Diyala,732,0.081967213,60,12
11463,Baquba,Had Mekser,حد مكسر,33.84365721,44.64439696,Beni Saad,Baquba,Diyala,3702,0.01269584,47,12
11411,Baquba,Al Sabtiyah village,قرية السبتية,33.78342225,44.62301762,Beni Saad,Baquba,Diyala,3702,0.010264722,38,6
23740,Baquba,Al Hawidar,الهويدر,33.77258785,44.62592738,Beni Saad,Baquba,Diyala,3702,0.008373852,31,6
24915,Baquba,Al Gatoon-Al rahma,الكاطون-الرحمة,33.75714188,44.60148087,Beni Saad,Baquba,Diyala,3702,0.113452188,420,6
24805,Baquba,Al Gatoon-Al Yarmook Qtr,الكاطون-حي اليرموك,33.72419303,44.6079515,Beni Saad,Baquba,Diyala,3702,0.18719611,693,12
11189,Baquba,Al Mafraq,المفرق,33.74319557,44.6104473,Beni Saad,Baquba,Diyala,3702,0.06915181,256,12
24914,Baquba,Um Al Edam Village,قرية ام العظام,33.71895833,44.62231116,Beni Saad,Baquba,Diyala,3702,0.008373852,31,6
11177,Baquba,Al Gatoon-Al Mujama Qtr,الكاطون-حي المجمع,33.75767092,44.58205894,Beni Saad,Baquba,Diyala,3702,0.022960562,85,6
24917,Baquba,Al Sadah Village,قرية السادة ,33.48143074,44.52537636,Beni Saad,Baquba,Diyala,3702,0.003511615,13,6
23694,Baquba,Al Intesar-1 Qtr,حي الانتصار 1,33.58422006,44.55428868,Beni Saad,Baquba,Diyala,3702,0.018098325,67,6
11178,Baquba,Al Tahreer,التحرير,33.73856555,44.64968108,Buhriz,Baquba,Diyala,3702,0.098595354,365,6
11250,Baquba,Al Dawasir Qtr,حي الدواسر,33.7012487,44.65803445,Buhriz,Baquba,Diyala,3702,0.008103728,30,6
25042,Baquba,Sesbana Village,قرية سيسبانه,33.68877239,44.82864561,Kanan,Baquba,Diyala,3702,0.004051864,15,6
25257,Khanaqin,Bakhtiari Qtr,حي بختياري,34.31442726,45.35651784,Markaz Khanaqin,Khanaqin,Diyala,1806,0.212624585,384,30
24312,Khanaqin,Imam Abass Qtr,حي إمام عباس,34.34230051,45.36063392,Markaz Khanaqin,Khanaqin,Diyala,1806,0.088039867,159,6
24403,Khanaqin,darwish village,قرية درويش,34.39173275,45.30702866,Markaz Khanaqin,Khanaqin,Diyala,1806,0.003875969,7,6
24351,Khanaqin,Mazrah Qtr,حي مزرعة,34.34415943,45.3888891,Markaz Khanaqin,Khanaqin,Diyala,1806,0.022702104,41,6
25247,Khanaqin,Rapren-1 Qtr,حي رابرين-1,34.32011997,45.38204111,Markaz Khanaqin,Khanaqin,Diyala,1806,0.019379845,35,6
10666,Khanaqin,Jibraoh village,قرية جبراوة,34.30690846,45.3884229,Markaz Khanaqin,Khanaqin,Diyala,1806,0.016611296,30,6
24393,Khanaqin,Zurab village,قرية زوراب,34.35205123,45.34729711,Markaz Khanaqin,Khanaqin,Diyala,1806,0.023255814,42,12
11047,Khanaqin,Tula Frosh Qtr,حي تولا فروش,34.35788763,45.37631834,Markaz Khanaqin,Khanaqin,Diyala,1806,0.11627907,210,6
24354,Khanaqin,Al Askari Qtr,حي عسكري,34.34024972,45.40024431,Markaz Khanaqin,Khanaqin,Diyala,1806,0.027685493,50,6
24405,Khanaqin,aldarawsha village,قرية الدراوشة,34.36014375,45.22063411,Markaz Khanaqin,Khanaqin,Diyala,1806,0.004429679,8,6
10403,Khanaqin,Salih Agha village,قرية صالح اغا,34.5746093,45.3412701,Qaratu,Khanaqin,Diyala,1806,0.071982281,130,12
3903,Kifri,Kulajo,كلجو,34.4647981,45.1647359,Jabarra,Kifri,Diyala,2188,0.128427788,281,6
6000,Kifri,Shaykh Lankar,شيخ لنكر,34.5555857,45.2481505,Jabarra,Kifri,Diyala,2188,0.08820841,193,12
25429,Kifri,Markaz Jabara,جبارة,34.59153193,44.93544045,Jabarra,Kifri,Diyala,2188,0.061700183,135,12
33394,Kifri,shahidan,شهيدان,34.6841669,44.9520007,Jabarra,Kifri,Diyala,2188,0.021480804,47,6
28430,Kifri,raparin,رابرين,34.6795417,44.9548963,Jabarra,Kifri,Diyala,2188,0.030621572,67,6
28427,Kifri,Hawari new,هواري نوي,34.6906938,44.9505876,Jabarra,Kifri,Diyala,2188,0.035648995,78,6
28429,Kifri,shoresh,شورش,34.6865702,44.9527278,Jabarra,Kifri,Diyala,2188,0.024680073,54,6
31930,Kifri,Sangaw,سنكاو,34.66792962,45.2251869,Markaz Kifri,Kifri,Diyala,2188,0.084095064,184,6
6161,Kifri,Shakal,شاكال,34.66556899,45.2202165,Markaz Kifri,Kifri,Diyala,2188,0.091407678,200,6
28424,Kifri,mamostayan,ماموستايان,34.6897689,44.9563149,Markaz Kifri,Kifri,Diyala,2188,0.015996344,35,6
11023,Kifri,sar qala,سةرقةلا,34.7427975,45.0653236,Markaz Kifri,Kifri,Diyala,2188,0.058500914,128,6
28422,Kifri,awbrey,اوبري,34.7036343,44.968331,Markaz Kifri,Kifri,Diyala,2188,0.035191956,77,6
28428,Kifri,rezgari,رزكاري,34.6936463,44.9614081,Markaz Kifri,Kifri,Diyala,2188,0.02559415,56,6
10592,Kifri,Qaratappa,قره تبه,34.43031631,44.9289786,Qara Tabe,Kifri,Diyala,2188,0.052559415,115,6
23903,Al-Amadiya,Kaniya Mala,كانيا مالا,37.10090442,43.4951567,Markaz Al-Amadiya,Al-Amadiya,Duhok,507,0.049309665,25,12
8171,Al-Amadiya,Aradin,ارادن,37.10861067,43.31982766,Sarsank,Al-Amadiya,Duhok,507,0.013806706,7,6
8335,Al-Amadiya,Spindare,سبيندارى,36.97084612,43.3169068,Sarsank,Al-Amadiya,Duhok,507,0.037475345,19,6
7770,Al-Amadiya,Chamanke,جمانكي,36.9379561,43.4127922,Sarsank,Al-Amadiya,Duhok,507,0.191321499,97,24
7768,Al-Amadiya,Mizi Village,قرية ميزي,36.94530948,43.39186787,Sarsank,Al-Amadiya,Duhok,507,0.102564103,52,12
27120,Al-Amadiya,Nahla Area,منطقة نهلة,36.86370972,43.69317721,Sarsank,Al-Amadiya,Duhok,507,0.088757396,45,6
7867,Al-Amadiya,Sikreen,سكرين,37.03908289,43.27967089,Sarsank,Al-Amadiya,Duhok,507,0.013806706,7,6
7862,Al-Amadiya,Qadish Collective,قدش,37.10053202,43.38539942,Sarsank,Al-Amadiya,Duhok,507,0.027613412,14,6
7896,Al-Amadiya,Benata,بيناتا,37.08602186,43.37602869,Sarsank,Al-Amadiya,Duhok,507,0.01183432,6,6
7835,Al-Amadiya,Sarsink,سرسنك,37.03931455,43.34292255,Sarsank,Al-Amadiya,Duhok,507,0.136094675,69,12
26047,Duhok,Botan,بوتان,36.87030083,42.9719216,Markaz Duhok,Duhok,Duhok,5152,0.016886646,87,12
24092,Duhok,Masik-1,ماسيك 1,36.8811634,42.94833432,Markaz Duhok,Duhok,Duhok,5152,0.031638199,163,6
23711,Duhok,Gali Dohuk,كلي دهوك,36.86387487,43.00612433,Markaz Duhok,Duhok,Duhok,5152,0.004076087,21,6
21509,Duhok,Kari Basi,كري باصي,36.86809225,42.99187388,Markaz Duhok,Duhok,Duhok,5152,0.034743789,179,12
8867,Duhok,Zeri Land,زري لاند,36.87028339,42.95867599,Markaz Duhok,Duhok,Duhok,5152,0.097826087,504,6
21971,Duhok,Shorash (Al Jamyah),شورش (الجمعية),36.87048266,42.99201547,Markaz Duhok,Duhok,Duhok,5152,0.024456522,126,6
26052,Duhok,Bintika,بنتيكا,36.84552054,43.00882806,Markaz Duhok,Duhok,Duhok,5152,0.005046584,26,6
24186,Duhok,Zirka,زركا,36.87113012,42.9301075,Markaz Duhok,Duhok,Duhok,5152,0.023680124,122,6
7945,Duhok,Baroshke,بروشكي,36.85521913,43.02227054,Markaz Duhok,Duhok,Duhok,5152,0.052600932,271,18
24628,Duhok,Etit,ايتيت,36.84470408,43.08233021,Zawita,Duhok,Duhok,5152,0.041149068,212,6
8687,Duhok,Bablu,بابلو,36.8763063,43.12508353,Zawita,Duhok,Duhok,5152,0.009704969,50,6
7949,Duhok,Eminke,امينكي,36.85985898,43.09515691,Zawita,Duhok,Duhok,5152,0.024456522,126,6
25898,Duhok,Avrike,افريكي,36.83176403,43.11903998,Zawita,Duhok,Duhok,5152,0.04076087,210,6
8044,Sumail,Bajit Kandala,باجت كندال,37.04725789,42.45105377,Bateel,Sumail,Duhok,13647,0.006375027,87,6
24596,Sumail,Tanahi,تناهي,36.86240581,42.90319996,Markaz Sumail,Sumail,Duhok,13647,0.016340588,223,6
27125,Sumail,Old Qasr Yazddin,قسريزدين قديمة,36.82102052,42.80731936,Markaz Sumail,Sumail,Duhok,13647,0.011431084,156,6
24800,Sumail,Avro City,افرو سيتي,36.85742887,42.90769701,Markaz Sumail,Sumail,Duhok,13647,0.076353777,1042,6
8873,Sumail,Misereek,مسيريك,36.86255038,42.80520153,Markaz Sumail,Sumail,Duhok,13647,0.068586503,936,6
29614,Sumail,Kar City,كار ستي,36.89144536,42.79901263,Markaz Sumail,Sumail,Duhok,13647,0.010844874,148,6
7989,Sumail,Seje,سيجي,36.91326388,42.88533819,Markaz Sumail,Sumail,Duhok,13647,0.036491537,498,12
25622,Sumail,Moaskar Domiz,معسكر دوميز,36.78763716,42.90502026,Sindi,Sumail,Duhok,13647,0.026672529,364,12
8369,Sumail,Shariya,شاريا,36.78613016,42.97378716,Sindi,Sumail,Duhok,13647,0.287975379,3930,36
8800,Sumail,Kherava,خيرافا,36.77553199,42.78317992,Sindi,Sumail,Duhok,13647,0.02051733,280,6
27124,Sumail,New Zinya,زينيا جديدة,36.78585152,42.78014831,Sindi,Sumail,Duhok,13647,0.03048289,416,6
32029,Zakho,Rkawa Sector,قطاع ركاوا,37.14479623,42.68527911,Dercar,Zakho,Duhok,8473,0.020653842,175,6
32033,Zakho,Kochka Honari,قطاع كوجكا هوناري,37.16704305,42.68757245,Dercar,Zakho,Duhok,8473,0.101498879,860,6
32030,Zakho,Shabaniya Sector,قطاع شعبانية,37.14830789,42.68457356,Dercar,Zakho,Duhok,8473,0.090286793,765,6
32024,Zakho,Ashe Chami Sector,قطاع آشي جمي,37.14905058,42.67507105,Dercar,Zakho,Duhok,8473,0.043786144,371,6
32028,Zakho,Khrababka Sector,قطاع خرابابكا,37.14817588,42.74712896,Markaz Zakho,Zakho,Duhok,8473,0.095715803,811,24
32032,Zakho,Firqa Sector,قطاع فرقة,37.15799712,42.70888115,Markaz Zakho,Zakho,Duhok,8473,0.101380857,859,12
32027,Zakho,Bedar Sector,قطاع بيدار,37.14667665,42.6455226,Markaz Zakho,Zakho,Duhok,8473,0.137613596,1166,18
32031,Zakho,Abasiya Sector,قطاع عباسية,37.14531861,42.7077838,Markaz Zakho,Zakho,Duhok,8473,0.11365514,963,24
25992,Zakho,Diraboon,ديربون,37.08555153,42.42724897,Markaz Zakho,Zakho,Duhok,8473,0.06951493,589,6
8620,Zakho,Qarawla,قرولا,37.12356417,42.43683536,Markaz Zakho,Zakho,Duhok,8473,0.001888351,16,6
20980,Erbil,Ainkawa(108),108 عنكاوة,36.24349834,43.983621,Markaz Erbil,Erbil,Erbil,31104,0.023115998,719,6
13685,Erbil,Andazyaran,ئه ندازياران,36.2005896,44.1217624,Markaz Erbil,Erbil,Erbil,31104,0.013117284,408,6
25973,Erbil,Harem,هريم,36.11937226,44.0630427,Markaz Erbil,Erbil,Erbil,31104,0.002925669,91,12
24308,Erbil,Zaiton Collective,مجمع زيتون,36.13702177,44.0659664,Markaz Erbil,Erbil,Erbil,31104,0.050797325,1580,6
12826,Erbil,Mamzawa,مامزاوه,36.11909237,43.963592,Markaz Erbil,Erbil,Erbil,31104,0.047614455,1481,18
25727,Erbil,Kani Qarzhala,كاني قرشالة,36.2067298,43.8592122,Markaz Erbil,Erbil,Erbil,31104,0.006526492,203,6
33883,Erbil,Nazimawa,نازماوه,36.11368557,43.95286573,Markaz Erbil,Erbil,Erbil,31104,0.01244213,387,6
21899,Erbil,Rizgari,رزكاري,36.2797368,43.7341817,Markaz Erbil,Erbil,Erbil,31104,0.021476337,668,12
27214,Erbil,Shorsh(Malayan),شورش(ملايان),36.213827,44.02088648,Markaz Erbil,Erbil,Erbil,31104,0.006526492,203,6
20997,Erbil,Runaki,روناكي,36.16957159,44.01818971,Markaz Erbil,Erbil,Erbil,31104,0.003247171,101,6
20790,Erbil,Havalan,هفالان,36.1898498,44.04897347,Markaz Erbil,Erbil,Erbil,31104,0.009484311,295,6
33878,Erbil,Mizori,مزوري,35.9961654,44.0386959,Qushtappa,Erbil,Erbil,31104,0.007716049,240,6
25630,Erbil,Kawa Collective,مجمع كاوه,35.9790143,44.0373527,Qushtappa,Erbil,Erbil,31104,0.027970679,870,6
24598,Koysinjaq,Azady,ازادي,36.0848782,44.6389829,Markaz Koysinjaq,Koysinjaq,Erbil,587,0.102214651,60,24
27222,Koysinjaq,Nawdaran,ناوداران,36.0572663,44.6371874,Markaz Koysinjaq,Koysinjaq,Erbil,587,0.025553663,15,12
24597,Koysinjaq,Bazar koya(Bafri qndeel),بازار كويه(بفري قنديل),36.083679,44.6287855,Markaz Koysinjaq,Koysinjaq,Erbil,587,0.102214651,60,18
12371,Koysinjaq,Bayizagha,بايزاغا,36.0874678,44.629339,Markaz Koysinjaq,Koysinjaq,Erbil,587,0.093696763,55,18
24484,Koysinjaq,Armota,أرموته,36.0681566,44.6072378,Markaz Koysinjaq,Koysinjaq,Erbil,587,0.042589438,25,6
23280,Koysinjaq,Qalat,قلات,36.0863765,44.6269879,Markaz Koysinjaq,Koysinjaq,Erbil,587,0.161839864,95,18
33885,Koysinjaq,Sarbasti,سربستي,35.8920885,44.5878719,Taq Taq,Koysinjaq,Erbil,587,0.090289608,53,6
11887,Koysinjaq,Taqtaq,طقطق,35.8872085,44.5837756,Taq Taq,Koysinjaq,Erbil,587,0.166950596,98,12
13141,Rawanduz,Soran District,مركز قضاء سوران,36.6552912,44.5406644,Diana,Rawanduz,Erbil,407,0.577395577,235,60
31780,Rawanduz,Delzyan,دلزيان,36.6681032,44.5273977,Diana,Rawanduz,Erbil,407,0.029484029,12,12
27199,Rawanduz,kawrarash,كوررش,36.6093691,44.4027153,Khailfan,Rawanduz,Erbil,407,0.024570025,10,6
27198,Rawanduz,Hay mameel al qeer,حي معمل القير,36.5919395,44.3860076,Khailfan,Rawanduz,Erbil,407,0.024570025,10,6
12277,Rawanduz,Khalifan(center),مركز(خليفان),36.6098454,44.4056227,Khailfan,Rawanduz,Erbil,407,0.051597052,21,6
12597,Rawanduz,Rawanduz District,مركز راوندوز,36.61405134,44.5269909,Markaz Rawanduz,Rawanduz,Erbil,407,0.098280098,40,6
27200,Rawanduz,Hamya,حاميه,36.6221652,44.5447272,Markaz Rawanduz,Rawanduz,Erbil,407,0.029484029,12,6
27225,Rawanduz,Markaz Mergasur,مركز ميركسور,36.8353167,44.3131953,Mergasur,Rawanduz,Erbil,407,0.085995086,35,12
13372,Shaqlawa,Harir-Batas,حرير-باتاس,36.5603397,44.33427473,Harir,Shaqlawa,Erbil,852,0.041079812,35,6
12172,Shaqlawa,Harir,حرير,36.5502052,44.3453688,Harir,Shaqlawa,Erbil,852,0.146713615,125,12
12079,Shaqlawa,Hiran,هيران ,36.2772151,44.49314569,Khoshnaw,Shaqlawa,Erbil,852,0.071596244,61,6
12948,Shaqlawa,Sarmidan-1(Ashti),سرميدان 1(اشتي),36.4129364,44.3029433,Khoshnaw,Shaqlawa,Erbil,852,0.096244131,82,18
